,as_of_date,company_name,followers_count
285794,2016-10-19,Walgreens,184147
285797,2016-10-19,American Electric Power,33194
285832,2016-10-19,Tesla,819818
285835,2016-10-19,Splunk,66153
285842,2016-10-19,Vertex Pharmaceuticals,57375
285887,2016-10-19,Cadence Design Systems,58027
285918,2016-10-19,Xcel Energy,38353
285923,2016-10-19,Comcast,178331
285924,2016-10-19,Marriott International,455648
285943,2016-10-19,Micron Technology,71720
285945,2016-10-19,O'Reilly Auto Parts,21382
285952,2016-10-19,Align Technology,18195
285978,2016-10-19,KLA-Tencor,57327
285983,2016-10-19,Microchip Technology Inc.,45554
285984,2016-10-19,PACCAR,32780
285985,2016-10-19,Mercadolibre.com,34632
285999,2016-10-19,Microsoft,3161899
286007,2016-10-19,VERISIGN,22536
286060,2016-10-19,Qualcomm,258959
286061,2016-10-19,NetEase,23593
286087,2016-10-19,Activision,88120
286103,2016-10-19,Paychex,46353
286144,2016-10-19,Dexcom,12659
286225,2016-10-19,ADP,348686
286312,2016-10-19,Amgen,240864
286362,2016-10-19,Illumina,74997
286441,2016-10-19,NVIDIA,185121
286458,2016-10-19,PepsiCo,1294235
286466,2016-10-19,Copart,12311
286467,2016-10-19,Intuit,122353
286482,2016-10-19,Facebook,1351963
286635,2016-10-20,AMD,144218
286688,2016-10-20,Cognizant,972127
286751,2016-10-20,CDW,63695
286779,2016-10-20,Intel Corporation,798539
286802,2016-10-20,Fiserv,123920
286818,2016-10-20,Cisco,1315977
286857,2016-10-20,Sirius XM Radio Inc.,26493
286874,2016-10-20,T-Mobile,202279
286916,2016-10-20,Lam Research,32546
286923,2016-10-20,eBay,252775
286931,2016-10-20,Amazon,1833379
286937,2016-10-20,Adobe,621119
286964,2016-10-20,Xilinx,66910
286969,2016-10-20,PayPal,218620
286978,2016-10-20,Apple,3166350
287005,2016-10-20,Cintas,56962
287008,2016-10-20,Verisk Analytics,19988
287023,2016-10-20,Google,4441910
287026,2016-10-20,Maxim Integrated,39303
287038,2016-10-20,Texas Instruments,210714
287042,2016-10-20,Atlassian,68440
287065,2016-10-20,Exelon,54852
287085,2016-10-20,Biogen,112168
287088,2016-10-20,TripAdvisor,138656
287093,2016-10-20,Workday,120703
287105,2016-10-20,CSX,48551
287107,2016-10-20,IDEXX,34246
287121,2016-10-20,Electronic Arts (EA),258843
287161,2016-10-20,DocuSign,33777
287165,2016-10-20,Starbucks,731979
287188,2016-10-20,Gilead Sciences,133565
287197,2016-10-20,Dollar Tree Stores,28265
287207,2016-10-20,Cerner Corporation,103899
287220,2016-10-20,Analog Devices,56319
287222,2016-10-20,Broadcom Limited,128089
287232,2016-10-20,Marvell Semiconductor,78559
287250,2016-10-20,Match.com,8654
287251,2016-10-20,Applied Materials,97609
287254,2016-10-20,Charter Communications,43697
287256,2016-10-20,21st Century Fox,7695
287257,2016-10-20,Intuitive Surgical,43365
287258,2016-10-20,The Kraft Heinz Company,248299
287260,2016-10-20,Mondelēz International,557411
287261,2016-10-20,Monster Energy,26230
287262,2016-10-20,Netflix,359648
287263,2016-10-20,NXP Semiconductors,97942
287264,2016-10-20,Costco Wholesale,146903
287269,2016-10-20,Walgreens,184281
287272,2016-10-20,American Electric Power,33217
287307,2016-10-20,Tesla,820998
287310,2016-10-20,Splunk,66251
287317,2016-10-20,Vertex Pharmaceuticals,57402
287362,2016-10-20,Cadence Design Systems,58090
287393,2016-10-20,Xcel Energy,38389
287398,2016-10-20,Comcast,178438
287399,2016-10-20,Marriott International,456016
287418,2016-10-20,Micron Technology,71785
287420,2016-10-20,O'Reilly Auto Parts,21406
287427,2016-10-20,Align Technology,18202
287453,2016-10-20,KLA-Tencor,57373
287458,2016-10-20,Microchip Technology Inc.,45585
287459,2016-10-20,PACCAR,32807
287460,2016-10-20,Mercadolibre.com,34693
287475,2016-10-20,Microsoft,3163832
287482,2016-10-20,VERISIGN,22543
287535,2016-10-20,Qualcomm,259100
287536,2016-10-20,NetEase,23631
287562,2016-10-20,Activision,88193
287578,2016-10-20,Paychex,46387
287619,2016-10-20,Dexcom,12674
287700,2016-10-20,ADP,348995
287787,2016-10-20,Amgen,241048
287836,2016-10-20,Illumina,75075
287916,2016-10-20,NVIDIA,185279
287933,2016-10-20,PepsiCo,1295239
287941,2016-10-20,Copart,12316
287942,2016-10-20,Intuit,122406
287957,2016-10-20,Facebook,1353248
288110,2016-10-21,AMD,144258
288163,2016-10-21,Cognizant,972723
288226,2016-10-21,CDW,63733
288254,2016-10-21,Intel Corporation,798969
288277,2016-10-21,Fiserv,123955
288293,2016-10-21,Cisco,1316482
288332,2016-10-21,Sirius XM Radio Inc.,26506
288349,2016-10-21,T-Mobile,202347
288391,2016-10-21,Lam Research,32561
288398,2016-10-21,eBay,252870
288406,2016-10-21,Amazon,1834460
288412,2016-10-21,Adobe,621398
288445,2016-10-21,Xilinx,66935
288450,2016-10-21,PayPal,218731
288459,2016-10-21,Apple,3167481
288486,2016-10-21,Cintas,56983
288489,2016-10-21,Verisk Analytics,20027
288504,2016-10-21,Google,4443464
288507,2016-10-21,Maxim Integrated,39316
288519,2016-10-21,Texas Instruments,210778
288523,2016-10-21,Atlassian,68490
288546,2016-10-21,Exelon,54864
288567,2016-10-21,Biogen,112224
288569,2016-10-21,TripAdvisor,138697
288574,2016-10-21,Workday,120771
288586,2016-10-21,CSX,48563
288588,2016-10-21,IDEXX,34258
288602,2016-10-21,Electronic Arts (EA),258958
288642,2016-10-21,DocuSign,33806
288646,2016-10-21,Starbucks,732236
288670,2016-10-21,Gilead Sciences,133624
288678,2016-10-21,Dollar Tree Stores,28280
288688,2016-10-21,Cerner Corporation,103929
288701,2016-10-21,Analog Devices,56350
288703,2016-10-21,Broadcom Limited,128122
288713,2016-10-21,Marvell Semiconductor,78580
288731,2016-10-21,Match.com,8658
288732,2016-10-21,Applied Materials,97645
288735,2016-10-21,Charter Communications,43732
288737,2016-10-21,21st Century Fox,7699
288738,2016-10-21,Intuitive Surgical,43389
288739,2016-10-21,The Kraft Heinz Company,248486
288741,2016-10-21,Mondelēz International,557748
288742,2016-10-21,Monster Energy,26245
288743,2016-10-21,Netflix,359856
288744,2016-10-21,NXP Semiconductors,98016
288745,2016-10-21,Costco Wholesale,146972
288750,2016-10-21,Walgreens,184378
288753,2016-10-21,American Electric Power,33230
288788,2016-10-21,Tesla,821765
288791,2016-10-21,Splunk,66291
288798,2016-10-21,Vertex Pharmaceuticals,57415
288843,2016-10-21,Cadence Design Systems,58119
288874,2016-10-21,Xcel Energy,38399
288879,2016-10-21,Comcast,178502
288880,2016-10-21,Marriott International,456202
288899,2016-10-21,Micron Technology,71811
288901,2016-10-21,O'Reilly Auto Parts,21419
288908,2016-10-21,Align Technology,18207
288934,2016-10-21,KLA-Tencor,57394
288939,2016-10-21,Microchip Technology Inc.,45599
288940,2016-10-21,PACCAR,32818
288941,2016-10-21,Mercadolibre.com,34724
288954,2016-10-21,Microsoft,3164964
288963,2016-10-21,VERISIGN,22555
289015,2016-10-21,Qualcomm,259184
289017,2016-10-21,NetEase,23642
289043,2016-10-21,Activision,88221
289059,2016-10-21,Paychex,46415
289100,2016-10-21,Dexcom,12685
289181,2016-10-21,ADP,349160
289265,2016-10-21,Amgen,241143
289317,2016-10-21,Illumina,75124
289397,2016-10-21,NVIDIA,185384
289414,2016-10-21,PepsiCo,1295804
289422,2016-10-21,Copart,12341
289423,2016-10-21,Intuit,122447
289438,2016-10-21,Facebook,1354008
289591,2016-10-22,AMD,144313
289644,2016-10-22,Cognizant,973393
289707,2016-10-22,CDW,63764
289735,2016-10-22,Intel Corporation,799401
289758,2016-10-22,Fiserv,124010
289774,2016-10-22,Cisco,1317019
289813,2016-10-22,Sirius XM Radio Inc.,26518
289830,2016-10-22,T-Mobile,202424
289872,2016-10-22,Lam Research,32587
289880,2016-10-22,eBay,252984
289887,2016-10-22,Amazon,1835773
289893,2016-10-22,Adobe,621712
289929,2016-10-22,Xilinx,66974
289934,2016-10-22,PayPal,218881
289943,2016-10-22,Apple,3168640
289970,2016-10-22,Cintas,57013
289973,2016-10-22,Verisk Analytics,20069
289988,2016-10-22,Google,4445275
289991,2016-10-22,Maxim Integrated,39339
290003,2016-10-22,Texas Instruments,210857
290007,2016-10-22,Atlassian,68545
290030,2016-10-22,Exelon,54887
290051,2016-10-22,Biogen,112297
290053,2016-10-22,TripAdvisor,138768
290058,2016-10-22,Workday,120833
290070,2016-10-22,CSX,48577
290072,2016-10-22,IDEXX,34275
290086,2016-10-22,Electronic Arts (EA),259087
290126,2016-10-22,DocuSign,33826
290130,2016-10-22,Starbucks,732542
290154,2016-10-22,Gilead Sciences,133679
290162,2016-10-22,Dollar Tree Stores,28298
290172,2016-10-22,Cerner Corporation,103976
290185,2016-10-22,Analog Devices,56372
290187,2016-10-22,Broadcom Limited,128152
290197,2016-10-22,Marvell Semiconductor,78603
290215,2016-10-22,Match.com,8673
290216,2016-10-22,Applied Materials,97708
290219,2016-10-22,Charter Communications,43792
290221,2016-10-22,21st Century Fox,7701
290222,2016-10-22,Intuitive Surgical,43416
290223,2016-10-22,The Kraft Heinz Company,248722
290225,2016-10-22,Mondelēz International,558138
290226,2016-10-22,Monster Energy,26271
290227,2016-10-22,Netflix,360071
290228,2016-10-22,NXP Semiconductors,98102
290229,2016-10-22,Costco Wholesale,147068
290234,2016-10-22,Walgreens,184483
290237,2016-10-22,American Electric Power,33247
290272,2016-10-22,Tesla,822590
290275,2016-10-22,Splunk,66336
290282,2016-10-22,Vertex Pharmaceuticals,57426
290327,2016-10-22,Cadence Design Systems,58152
290358,2016-10-22,Xcel Energy,38407
290363,2016-10-22,Comcast,178580
290364,2016-10-22,Marriott International,456477
290383,2016-10-22,Micron Technology,71838
290385,2016-10-22,O'Reilly Auto Parts,21438
290392,2016-10-22,Align Technology,18212
290418,2016-10-22,KLA-Tencor,57439
290423,2016-10-22,Microchip Technology Inc.,45627
290424,2016-10-22,PACCAR,32827
290425,2016-10-22,Mercadolibre.com,34760
290438,2016-10-22,Microsoft,3166475
290447,2016-10-22,VERISIGN,22564
290500,2016-10-22,Qualcomm,259317
290505,2016-10-22,NetEase,23663
290527,2016-10-22,Activision,88272
290543,2016-10-22,Paychex,46434
290584,2016-10-22,Dexcom,12694
290665,2016-10-22,ADP,349331
290749,2016-10-22,Amgen,241248
290801,2016-10-22,Illumina,75175
290881,2016-10-22,NVIDIA,185521
290898,2016-10-22,PepsiCo,1296461
290906,2016-10-22,Copart,12369
290907,2016-10-22,Intuit,122496
290922,2016-10-22,Facebook,1354860
291075,2016-10-23,AMD,144364
291128,2016-10-23,Cognizant,973884
291191,2016-10-23,CDW,63778
291219,2016-10-23,Intel Corporation,799743
291242,2016-10-23,Fiserv,124041
291258,2016-10-23,Cisco,1317448
291297,2016-10-23,Sirius XM Radio Inc.,26528
291314,2016-10-23,T-Mobile,202490
291356,2016-10-23,Lam Research,32600
291363,2016-10-23,eBay,253072
291371,2016-10-23,Amazon,1836794
291377,2016-10-23,Adobe,621910
291414,2016-10-23,Xilinx,67007
291419,2016-10-23,PayPal,218981
291428,2016-10-23,Apple,3169619
291455,2016-10-23,Cintas,57027
291458,2016-10-23,Verisk Analytics,20110
291473,2016-10-23,Google,4446722
291476,2016-10-23,Maxim Integrated,39359
291488,2016-10-23,Texas Instruments,210919
291492,2016-10-23,Atlassian,68569
291515,2016-10-23,Exelon,54892
291536,2016-10-23,Biogen,112340
291538,2016-10-23,TripAdvisor,138803
291543,2016-10-23,Workday,120881
291555,2016-10-23,CSX,48592
291557,2016-10-23,IDEXX,34284
291571,2016-10-23,Electronic Arts (EA),259186
291611,2016-10-23,DocuSign,33842
291615,2016-10-23,Starbucks,732734
291639,2016-10-23,Gilead Sciences,133731
291647,2016-10-23,Dollar Tree Stores,28314
291657,2016-10-23,Cerner Corporation,104023
291670,2016-10-23,Analog Devices,56399
291672,2016-10-23,Broadcom Limited,128182
291682,2016-10-23,Marvell Semiconductor,78624
291700,2016-10-23,Match.com,8679
291701,2016-10-23,Applied Materials,97743
291704,2016-10-23,Charter Communications,43819
291706,2016-10-23,21st Century Fox,7706
291707,2016-10-23,Intuitive Surgical,43430
291708,2016-10-23,The Kraft Heinz Company,248871
291710,2016-10-23,Mondelēz International,558391
291711,2016-10-23,Monster Energy,26288
291712,2016-10-23,Netflix,360248
291713,2016-10-23,NXP Semiconductors,98171
291714,2016-10-23,Costco Wholesale,147108
291719,2016-10-23,Walgreens,184541
291722,2016-10-23,American Electric Power,33260
291757,2016-10-23,Tesla,823274
291760,2016-10-23,Splunk,66354
291767,2016-10-23,Vertex Pharmaceuticals,57436
291812,2016-10-23,Cadence Design Systems,58183
291843,2016-10-23,Xcel Energy,38412
291848,2016-10-23,Comcast,178611
291849,2016-10-23,Marriott International,456679
291868,2016-10-23,Micron Technology,71863
291870,2016-10-23,O'Reilly Auto Parts,21448
291877,2016-10-23,Align Technology,18219
291903,2016-10-23,KLA-Tencor,57460
291908,2016-10-23,Microchip Technology Inc.,45643
291909,2016-10-23,PACCAR,32833
291910,2016-10-23,Mercadolibre.com,34777
291920,2016-10-23,Microsoft,3167523
291932,2016-10-23,VERISIGN,22567
291984,2016-10-23,Qualcomm,259398
291986,2016-10-23,NetEase,23680
292012,2016-10-23,Activision,88297
292028,2016-10-23,Paychex,46447
292069,2016-10-23,Dexcom,12702
292150,2016-10-23,ADP,349431
292234,2016-10-23,Amgen,241341
292286,2016-10-23,Illumina,75213
292366,2016-10-23,NVIDIA,185613
292383,2016-10-23,PepsiCo,1296933
292391,2016-10-23,Copart,12382
292392,2016-10-23,Intuit,122547
292407,2016-10-23,Facebook,1355593
292560,2016-10-24,AMD,144375
292613,2016-10-24,Cognizant,973967
292676,2016-10-24,CDW,63783
292704,2016-10-24,Intel Corporation,799841
292727,2016-10-24,Fiserv,124044
292743,2016-10-24,Cisco,1317547
292782,2016-10-24,Sirius XM Radio Inc.,26531
292799,2016-10-24,T-Mobile,202506
292841,2016-10-24,Lam Research,32606
292848,2016-10-24,eBay,253102
292856,2016-10-24,Amazon,1837001
292862,2016-10-24,Adobe,621976
292899,2016-10-24,Xilinx,67012
292904,2016-10-24,PayPal,219014
292913,2016-10-24,Apple,3169889
292940,2016-10-24,Cintas,57034
292943,2016-10-24,Verisk Analytics,20129
292958,2016-10-24,Google,4447132
292961,2016-10-24,Maxim Integrated,39366
292973,2016-10-24,Texas Instruments,210933
292977,2016-10-24,Atlassian,68578
293000,2016-10-24,Exelon,54894
293021,2016-10-24,Biogen,112351
293023,2016-10-24,TripAdvisor,138813
293028,2016-10-24,Workday,120901
293040,2016-10-24,CSX,48594
293042,2016-10-24,IDEXX,34289
293056,2016-10-24,Electronic Arts (EA),259211
293096,2016-10-24,DocuSign,33853
293100,2016-10-24,Starbucks,732809
293124,2016-10-24,Gilead Sciences,133741
293132,2016-10-24,Dollar Tree Stores,28319
293142,2016-10-24,Cerner Corporation,104031
293155,2016-10-24,Analog Devices,56405
293157,2016-10-24,Broadcom Limited,128186
293167,2016-10-24,Marvell Semiconductor,78630
293185,2016-10-24,Match.com,8683
293187,2016-10-24,Applied Materials,97748
293189,2016-10-24,Charter Communications,43827
293191,2016-10-24,21st Century Fox,7707
293192,2016-10-24,Intuitive Surgical,43435
293193,2016-10-24,The Kraft Heinz Company,248919
293195,2016-10-24,Mondelēz International,558465
293196,2016-10-24,Monster Energy,26290
293197,2016-10-24,Netflix,360315
293198,2016-10-24,NXP Semiconductors,98193
293199,2016-10-24,Costco Wholesale,147126
293204,2016-10-24,Walgreens,184569
293207,2016-10-24,American Electric Power,33261
293242,2016-10-24,Tesla,823462
293245,2016-10-24,Splunk,66363
293252,2016-10-24,Vertex Pharmaceuticals,57438
293297,2016-10-24,Cadence Design Systems,58193
293328,2016-10-24,Xcel Energy,38415
293333,2016-10-24,Comcast,178634
293334,2016-10-24,Marriott International,456749
293353,2016-10-24,Micron Technology,71872
293355,2016-10-24,O'Reilly Auto Parts,21448
293362,2016-10-24,Align Technology,18228
293388,2016-10-24,KLA-Tencor,57468
293393,2016-10-24,Microchip Technology Inc.,45647
293394,2016-10-24,PACCAR,32840
293395,2016-10-24,Mercadolibre.com,34789
293406,2016-10-24,Microsoft,3167776
293417,2016-10-24,VERISIGN,22566
293469,2016-10-24,Qualcomm,259417
293471,2016-10-24,NetEase,23686
293497,2016-10-24,Activision,88305
293513,2016-10-24,Paychex,46452
293554,2016-10-24,Dexcom,12703
293635,2016-10-24,ADP,349465
293719,2016-10-24,Amgen,241355
293771,2016-10-24,Illumina,75224
293851,2016-10-24,NVIDIA,185630
293868,2016-10-24,PepsiCo,1297099
293876,2016-10-24,Intuit,122557
293878,2016-10-24,Copart,12392
293892,2016-10-24,Facebook,1355811
294045,2016-10-25,AMD,144434
294098,2016-10-25,Cognizant,974883
294161,2016-10-25,CDW,63820
294189,2016-10-25,Intel Corporation,800391
294212,2016-10-25,Fiserv,124114
294228,2016-10-25,Cisco,1318167
294267,2016-10-25,Sirius XM Radio Inc.,26549
294284,2016-10-25,T-Mobile,202595
294326,2016-10-25,Lam Research,32624
294334,2016-10-25,eBay,253223
294341,2016-10-25,Amazon,1838485
294347,2016-10-25,Adobe,622364
294385,2016-10-25,Xilinx,67054
294390,2016-10-25,PayPal,219177
294399,2016-10-25,Apple,3171299
294426,2016-10-25,Cintas,57042
294429,2016-10-25,Verisk Analytics,20193
294444,2016-10-25,Google,4449335
294447,2016-10-25,Maxim Integrated,39390
294459,2016-10-25,Texas Instruments,211019
294463,2016-10-25,Atlassian,68633
294487,2016-10-25,Exelon,54921
294508,2016-10-25,Biogen,112427
294510,2016-10-25,TripAdvisor,138877
294515,2016-10-25,Workday,121016
294526,2016-10-25,CSX,48614
294528,2016-10-25,IDEXX,34313
294542,2016-10-25,Electronic Arts (EA),259354
294582,2016-10-25,DocuSign,33888
294586,2016-10-25,Starbucks,733157
294610,2016-10-25,Gilead Sciences,133836
294618,2016-10-25,Dollar Tree Stores,28340
294628,2016-10-25,Cerner Corporation,104088
294641,2016-10-25,Analog Devices,56426
294643,2016-10-25,Broadcom Limited,128238
294653,2016-10-25,Marvell Semiconductor,78650
294671,2016-10-25,Match.com,8699
294673,2016-10-25,Applied Materials,97803
294675,2016-10-25,Charter Communications,43886
294677,2016-10-25,21st Century Fox,7719
294678,2016-10-25,Intuitive Surgical,43464
294679,2016-10-25,The Kraft Heinz Company,249254
294681,2016-10-25,Mondelēz International,558990
294682,2016-10-25,Monster Energy,26310
294683,2016-10-25,Netflix,360607
294684,2016-10-25,NXP Semiconductors,98314
294685,2016-10-25,Costco Wholesale,147227
294690,2016-10-25,Walgreens,184703
294693,2016-10-25,American Electric Power,33275
294728,2016-10-25,Tesla,824384
294731,2016-10-25,Splunk,66426
294738,2016-10-25,Vertex Pharmaceuticals,57463
294783,2016-10-25,Cadence Design Systems,58226
294814,2016-10-25,Xcel Energy,38436
294819,2016-10-25,Comcast,178739
294820,2016-10-25,Marriott International,457115
294839,2016-10-25,Micron Technology,71919
294841,2016-10-25,O'Reilly Auto Parts,21466
294848,2016-10-25,Align Technology,18244
294874,2016-10-25,KLA-Tencor,57499
294879,2016-10-25,Microchip Technology Inc.,45675
294880,2016-10-25,PACCAR,32848
294881,2016-10-25,Mercadolibre.com,34829
294887,2016-10-25,Microsoft,3169374
294903,2016-10-25,VERISIGN,22565
294955,2016-10-25,Qualcomm,259545
294957,2016-10-25,NetEase,23722
294983,2016-10-25,Activision,88350
294999,2016-10-25,Paychex,46468
295040,2016-10-25,Dexcom,12715
295121,2016-10-25,ADP,349738
295204,2016-10-25,Amgen,241498
295257,2016-10-25,Illumina,75278
295337,2016-10-25,NVIDIA,185729
295354,2016-10-25,PepsiCo,1297964
295362,2016-10-25,Intuit,122631
295364,2016-10-25,Copart,12414
295378,2016-10-25,Facebook,1356822
295531,2016-10-26,AMD,144517
295584,2016-10-26,Cognizant,976363
295647,2016-10-26,CDW,63849
295675,2016-10-26,Intel Corporation,801163
295698,2016-10-26,Fiserv,124231
295714,2016-10-26,Cisco,1319113
295753,2016-10-26,Sirius XM Radio Inc.,26573
295770,2016-10-26,T-Mobile,202734
295812,2016-10-26,Lam Research,32664
295820,2016-10-26,eBay,253421
295827,2016-10-26,Amazon,1840856
295833,2016-10-26,Adobe,622907
295871,2016-10-26,Xilinx,67119
295876,2016-10-26,PayPal,219403
295885,2016-10-26,Apple,3173557
295912,2016-10-26,Cintas,57088
295915,2016-10-26,Verisk Analytics,20277
295930,2016-10-26,Google,4452688
295933,2016-10-26,Maxim Integrated,39417
295945,2016-10-26,Texas Instruments,211159
295949,2016-10-26,Atlassian,68711
295973,2016-10-26,Exelon,54946
295994,2016-10-26,Biogen,112528
295996,2016-10-26,TripAdvisor,138991
